h_s1,h_s2,s_a1,log,ty_cr,per_i,per_u,per_s,sys_vol,sys_op,m_rp,q_zx,q_km,m_xi,v_sp,class
0.274027,66,203,NW,5,3.294059,0.058141,0.098009,0.020997,0.00201,0.28242,0.021591,61.253038,0.432573,0.130101,benign
0.342716,77,153,NW,4,4.400762,0.291211,0.580184,0.020687,0.094086,0.158018,0.02518,67.3284,0.172922,0.088455,benign
0.05867,67,197,NW,7,1.835933,0.150184,0.029539,0.001886,0.006654,0.010182,0.018304,39.514916,0.294923,0.086888,benign
0.079026,87,38,NW,8,3.697768,0.496492,0.12573,0.069368,0.02093,0.526163,0.27653,23.014146,0.226069,0.047265,benign
0.089187,77,125,NW,3,5.09734,0.894065,0.122804,0.150337,0.015516,0.694542,1.140307,25.244238,0.002515,0.211141,virus
0.475019,86,80,NW,8,2.001978,0.396147,0.079859,0.009759,0.014156,0.005183,0.655374,40.612027,0.280121,0.107176,benign
0.544059,72,134,NW,7,6.405156,0.675186,0.042173,0.062612,0.003856,0.938162,0.006521,78.458422,0.1708,0.241061,benign
0.547751,83,151,NW,2,3.488974,0.332324,0.037259,0.057311,0.012566,0.213322,0.179802,12.27508,0.131447,0.155117,benign
0.158125,84,166,NW,1,5.689577,0.388049,0.020083,0.033152,0.005649,0.053561,0.108377,19.291684,0.10569,0.118316,benign
0.271137,59,136,NW,3,5.406369,0.515193,0.020072,0.103901,0.004754,0.06072,0.123448,17.303617,0.089171,0.15369,benign
0.49799,89,232,NW,5,4.084656,0.313655,0.041013,0.022171,0.002714,0.057476,0.159887,14.745962,0.149579,0.132899,benign
0.157374,74,94,NW,4,5.689577,0.315208,0.022989,0.008401,0.007479,0.05615,0.01641,34.134768,0.131391,0.225111,benign
0.25393,86,193,NW,7,3.960288,0.419852,0.114177,0.020281,0.098457,0.102848,0.250037,20.733807,0.324338,0.120536,benign
0.331254,79,50,NW,4,2.923622,0.262976,0.112713,0.028537,0.103135,0.113138,0.087189,16.858134,0.151833,0.071139,benign
0.726948,73,123,NW,6,3.413746,0.692501,0.030429,0.027536,0.00705,0.300594,0.047261,40.546498,0.141492,0.115303,benign
0.770698,64,97,NW,5,3.413746,0.309117,0.087244,0.021244,0.019547,0.080218,0.038492,20.047889,0.225222,0.100214,benign
0.479677,84,119,NW,7,8.512349,0.625865,0.036836,0.026665,0.003021,0.044091,0.060669,57.063784,0.028848,0.067475,benign
0.288131,78,166,NW,8,6.900793,0.688195,0.031613,0.021337,0.004004,0.208991,0.11394,55.402073,0.029667,0.220951,benign
0.599148,80,143,NW,5,13.141185,0.704144,0.085357,0.033786,0.026878,0.779393,0.159529,100.314101,0.0325,0.082059,benign
0.802761,61,201,NW,3,14.178226,0.584208,0.068625,0.030252,0.004795,0.116459,0.071814,26.107605,0.05911,0.065928,benign
0.859653,66,30,NW,6,17.576753,0.880629,0.062487,0.15595,0.012196,0.184093,0.320313,12.101155,0.014717,0.134365,benign
0.496598,72,14,NW,8,20.761355,0.888552,0.1105,0.073112,0.028904,0.256472,0.141103,101.744191,0.003927,0.360008,benign
0.510822,64,193,NW,7,19.966299,0.723022,0.063212,0.946091,0.011307,0.572411,5.752249,9.80564,0.033747,0.153337,benign
0.566097,62,169,NW,7,23.338904,0.794329,0.100749,0.046414,0.011898,0.45731,0.105757,116.853011,0.017748,0.371305,benign
0.698363,74,181,NW,2,27.683367,0.78291,0.105899,0.229891,0.020099,0.328984,0.221922,55.419102,0.02729,0.159506,benign
0.475382,91,236,NW,3,27.386253,0.907117,0.111102,0.025403,0.013641,0.08221,0.074366,76.608043,0.016271,0.335605,benign
0.948971,60,95,NW,5,28.378806,0.721873,0.113935,0.010275,0.023729,0.0605,0.020313,124.470757,0.024919,0.268353,benign
0.129234,93,242,NW,3,32.963159,0.827462,0.144391,0.384668,0.022944,0.403362,0.570465,32.247098,0.018718,0.220947,benign
0.178653,70,105,NW,4,34.941951,0.816445,0.143606,0.627974,0.05197,0.517079,2.13867,26.853945,0.01917,0.073635,benign
0.118384,81,104,NW,6,32.888193,0.822368,0.126445,0.622587,0.120247,0.464557,1.528076,21.167837,0.018479,0.158193,benign
0.385218,84,35,NW,6,43.91515,0.950786,0.159256,0.312247,0.021603,0.685377,0.388208,82.445372,0.008228,0.350386,benign
0.847023,64,118,NW,6,49.528536,0.968929,0.187739,0.10644,0.103349,0.057849,0.094646,140.399159,0.005165,0.210568,benign
0.391617,68,206,NW,9,45.59622,0.951585,0.166294,0.266199,0.035776,0.476706,0.289007,82.322511,0.004943,0.349976,benign
0.582185,60,120,NW,5,46.657887,0.802128,0.154432,0.260482,0.036589,0.520472,1.971686,110.660429,0.020527,0.358851,benign
0.629672,82,59,NW,8,50.613284,0.885622,0.170573,0.204448,0.043877,0.320485,0.277302,123.319252,0.019521,0.432499,benign
0.777216,63,119,NW,7,50.754081,0.904913,0.175646,0.300077,0.145779,0.410589,0.445317,126.935884,0.012643,0.46002,benign
0.566179,94,76,NW,6,55.691157,0.82303,0.167558,0.208019,0.086872,0.406509,0.362306,99.324277,0.019125,0.529105,benign
0.086748,68,10,NW,3,56.819001,0.990536,0.201006,0.062535,0.026662,0.111994,0.152254,112.116412,0.001753,0.135391,benign
0.678712,62,51,NW,1,60.04851,0.961661,0.19918,0.740988,0.052679,0.237088,4.649636,10.012443,0.003563,0.498524,benign
0.663577,59,135,NW,9,70.54299,0.881114,0.190879,0.41033,0.026311,0.062133,0.167087,72.478679,0.009216,0.398908,benign
0.686813,68,250,NW,9,64.543244,0.924438,0.199345,0.053425,0.027843,0.105303,0.354128,121.636276,0.005971,0.4222,benign
0.757991,67,105,NW,6,70.588426,0.942038,0.220916,0.451144,0.026153,0.400544,1.722859,41.277239,0.006154,0.43316,benign
0.745336,94,154,NW,6,71.887794,0.91706,0.213437,0.637795,0.047944,0.660708,0.81099,60.348517,0.007977,0.410886,benign
0.819105,81,111,NW,7,74.715045,0.942394,0.228302,0.40069,0.036328,0.18549,1.367437,49.926631,0.007781,0.43315,benign
0.260331,91,123,NW,7,77.910974,0.970165,0.232953,0.495037,0.07903,0.686102,0.70701,93.144759,0.006117,0.607573,benign
0.730397,73,94,NW,2,84.80948,0.936978,0.238581,0.224162,0.120189,0.329957,3.259575,125.761768,0.00728,0.278075,benign
0.39638,79,25,NW,4,89.637269,0.974075,0.254611,0.44836,0.127303,0.864766,0.683531,166.650217,0.004616,0.072994,benign
0.120486,82,41,NW,2,93.730359,0.933645,0.253105,0.228569,0.125912,0.483555,0.367234,165.529622,0.007384,0.098643,benign
0.831375,86,104,NW,2,98.885181,0.973536,0.266333,0.305055,0.029518,0.124888,0.378706,36.920835,0.002452,0.492403,benign
0.580462,82,216,NW,4,99.859679,0.968811,0.264775,0.226904,0.026943,0.078946,0.30779,35.488728,0.003008,0.618671,benign
0.352273,96,62,NW,5,102.863997,0.980172,0.274793,0.504214,0.131237,0.540699,1.014244,99.362337,0.001873,0.27816,benign
0.860472,96,86,NW,3,102.105715,0.96877,0.271676,0.902587,0.039864,0.633186,2.083969,38.123417,0.002732,0.513722,benign
0.465849,65,51,NW,9,105.383273,0.966058,0.272127,2.116752,0.073356,0.183393,2.878445,27.873621,0.003131,0.575985,benign
0.953766,93,65,NW,8,107.487849,0.984754,0.277666,0.146463,0.087846,0.394196,0.649786,92.39356,0.001218,0.529683,virus
0.320429,96,134,NW,1,114.50278,0.965699,0.280714,1.349133,0.140412,0.339312,2.132031,31.659524,0.002999,0.143545,virus
0.713542,61,244,NW,8,116.392779,0.943753,0.271294,0.396829,0.053341,0.367706,4.211099,29.442192,0.007106,0.734641,benign
0.128274,79,204,NW,9,118.234737,0.983562,0.286848,0.246486,0.098622,0.120238,1.898968,79.278363,0.002442,0.195362,benign
0.568203,79,123,NE,9,2.602489,0.539836,0.232312,0.113812,0.172614,0.154804,2.475948,2.35674,0.093051,0.004345,benign
0.330283,66,69,SE,8,4.083491,0.45118,0.346696,0.059619,0.043037,0.441234,1.078082,61.173634,0.079894,0.00684,benign
0.539913,83,83,NE,3,2.615191,0.542467,0.466526,0.084885,0.105096,0.398471,0.139918,7.24056,0.065713,0.002798,virus
0.474268,80,114,NE,2,3.453068,0.361531,0.209308,0.11304,0.0444,0.097321,2.18843,1.684394,0.09623,0.006254,benign
0.933788,69,183,S,3,4.551661,0.637134,0.151086,0.033674,0.075057,0.481741,0.084442,58.599489,0.1185,0.008739,benign
0.898158,84,131,S,4,4.704399,0.492665,0.286166,0.023769,0.069603,0.607438,0.085633,58.652309,0.073839,0.009789,benign
0.917499,91,40,S,4,4.69016,0.487647,0.158479,0.022131,0.072165,0.384324,0.088623,58.609967,0.142376,0.00988,benign
0.897229,88,169,S,4,5.288414,0.662594,0.309535,0.059168,0.065221,0.718062,0.066454,62.5149,0.057061,0.009823,benign
0.465198,77,150,N,9,4.796448,0.654591,0.353355,0.138642,0.318072,0.386496,0.142662,14.755109,0.051572,0.010593,benign
0.722609,78,213,N,7,2.047361,0.20466,0.036162,0.004076,0.030065,0.133122,0.016621,66.645138,0.316422,0.013154,benign
0.791215,95,117,SE,5,4.932072,0.407194,0.872972,0.055537,0.248973,0.948067,0.172858,71.467056,0.098799,0.008047,benign
0.038061,79,188,E,7,4.671665,0.53561,0.276528,0.05184,0.12984,0.28216,0.088422,23.616792,0.082249,0.009378,benign
0.266036,96,243,S,4,1.137915,0.347484,0.070772,0.008079,0.050972,0.217877,0.013256,58.650507,0.23289,0.005992,benign
0.167957,84,54,E,2,2.275831,0.799555,0.677025,0.177156,0.289407,0.483739,0.324079,6.238377,0.029719,0.001151,benign
0.392733,64,64,NE,2,4.991811,0.176724,0.186496,0.03495,0.145606,0.250641,0.023608,32.465392,0.34353,0.003621,virus
0.613217,59,112,E,1,3.403101,0.179409,0.199593,0.035589,0.071439,0.341299,0.110855,34.082559,0.21012,0.013447,benign
0.920401,62,193,SW,9,1.391853,0.30468,0.402813,0.038156,0.093656,0.278968,0.017087,43.074798,0.183357,0.007114,benign
0.72745,92,240,E,4,3.413746,0.473638,0.498087,0.040993,0.137739,0.582417,1.571864,49.723554,0.112479,0.007104,benign
0.740416,89,245,SE,2,6.250677,0.485837,0.433213,0.028716,0.085964,0.453671,0.089092,76.516073,0.067518,0.011599,benign
0.5357,71,3,NW,7,4.040008,0.378362,0.550917,0.027087,0.013115,0.624683,0.132249,29.698602,0.232324,0.013583,benign
0.204827,95,146,S,3,4.02149,0.212161,0.367544,0.039271,0.053907,0.043737,0.005609,47.899582,0.19105,0.020551,benign
0.470863,80,135,E,4,3.237133,0.231056,0.254759,0.016409,0.084047,0.293878,0.130962,35.94804,0.208544,0.00793,benign
0.150473,81,149,S,2,4.551661,0.23185,0.319407,0.048481,0.118829,0.350012,0.044297,66.317194,0.175394,0.006397,benign
0.364914,84,35,S,7,5.659589,0.782693,0.344592,0.018326,0.06785,0.197979,0.096256,47.984417,0.210685,0.008738,benign
0.901701,88,34,S,7,2.811886,0.284484,0.092696,0.016997,0.075627,0.344764,0.068325,58.010364,0.176706,0.008442,benign
0.308157,89,41,S,4,3.531115,0.17817,0.178123,0.009101,0.021734,0.189847,0.014255,54.270639,0.208409,0.006207,benign
0.387392,70,207,SE,5,4.485757,0.285991,0.367345,0.062641,0.04381,0.586454,0.496383,60.279549,0.090592,0.017303,benign
0.010738,69,57,E,5,2.924006,0.222533,0.23569,0.025387,0.08226,0.346333,0.063658,33.516895,0.189749,0.01919,virus
0.810148,89,68,E,6,2.953072,0.07374,0.486803,0.052654,0.057098,0.474727,0.178445,19.17505,0.35941,0.00277,benign
0.356335,77,236,N,1,4.551661,0.633307,0.342981,0.1157,0.211318,0.250659,0.044162,18.363378,0.051337,0.010683,benign
0.803378,63,217,E,9,3.33983,0.183959,0.323338,0.030394,0.204197,0.342669,0.140706,33.592641,0.210704,0.015226,benign
0.933451,80,49,E,8,3.413746,0.266113,0.800313,0.030803,0.222387,0.345692,0.158671,37.225608,0.200583,0.011953,benign
0.362024,70,245,SE,6,4.751374,0.438416,0.35508,0.024739,0.045312,0.525321,0.335076,61.276493,0.08575,0.017031,benign
0.165037,91,147,S,3,4.017143,0.178255,0.146627,0.009196,0.006658,0.104385,0.013451,53.671474,0.204033,0.005692,benign
0.55451,78,22,E,1,2.572959,0.171636,0.318003,0.005537,0.084066,0.034992,0.056862,35.322202,0.26698,0.003326,benign
0.254685,81,55,NE,7,2.717164,0.090964,0.170545,0.033812,0.037364,0.426121,1.611708,27.959067,0.277159,0.002656,benign
0.828905,82,34,NE,7,2.307833,0.215625,0.234368,0.051892,0.215133,0.45926,1.054335,30.99999,0.278628,0.004897,benign
0.898606,60,217,NE,7,2.473172,0.379999,0.207386,0.057205,0.03465,0.217867,0.088489,34.754248,0.127688,0.011867,benign
0.25647,60,30,S,7,4.651046,0.590184,0.457465,0.051257,0.196037,0.351586,0.194968,26.239344,0.166025,0.008046,benign
0.201392,67,49,S,7,1.714487,0.228602,0.03752,0.021779,0.033761,0.024382,0.003913,51.008418,0.197728,0.019139,benign
0.644267,72,181,E,4,2.837017,0.148098,0.676412,0.045102,0.081696,0.41593,0.19076,13.985148,0.371655,0.004155,virus
0.749348,80,200,E,8,1.137915,0.136654,0.728225,0.04007,0.081392,0.289851,0.143134,13.233804,0.467234,0.00534,benign
0.433928,66,43,E,7,2.8894,0.137026,0.645013,0.090503,0.064098,0.438139,0.193818,11.600884,0.23448,0.0034,benign
0.44182,88,38,NW,9,6.122092,0.387475,0.378997,0.050164,0.055507,0.357803,0.09394,16.708497,0.110447,0.008975,benign
0.834551,96,231,S,3,5.187092,0.737183,0.749442,0.045308,0.067719,0.353322,0.080418,31.21393,0.114784,0.008367,benign
0.672127,77,119,S,6,3.743497,0.267796,0.425859,0.047096,0.055661,0.321513,0.046175,33.128128,0.150568,0.020292,benign
0.051263,90,25,S,3,3.106231,0.266223,0.350468,0.097559,0.211871,0.56098,0.500595,27.275812,0.208855,0.012068,benign
0.311593,63,20,N,9,6.269511,0.53427,0.336732,0.084014,0.097613,0.141681,2.436754,23.154913,0.08364,0.013299,benign
0.196424,94,250,S,2,4.787631,0.496561,0.412029,0.075049,0.171122,0.419846,0.131327,26.127913,0.132801,0.009581,benign
0.383396,69,10,NE,7,4.970447,0.699896,1.062704,1.926701,0.086253,0.30968,3.63857,1.424207,0.053035,0.006194,benign
0.793748,72,245,S,9,4.454027,0.430227,0.653624,0.032905,0.084674,0.286886,0.131337,52.3224,0.051117,0.005347,benign
0.737512,80,56,S,7,5.678674,0.819746,0.7294,0.033202,0.079608,0.348626,0.062342,51.894516,0.033454,0.00515,benign
0.506517,81,100,E,2,2.986186,0.176783,0.920514,0.069791,0.084116,0.609844,0.372811,13.011079,0.40989,0.005091,benign
0.785433,62,128,NW,6,1.373953,0.027856,0.334534,0.025683,0.014604,0.565332,0.142692,29.991596,0.381733,0.011621,benign
0.426776,89,72,NW,4,5.495596,0.387474,0.396893,0.043635,0.045602,0.333127,0.066479,19.653402,0.109428,0.014314,benign
0.804918,74,160,NW,9,3.013141,0.560591,0.706349,0.150038,0.244595,0.650102,0.352316,15.421819,0.05132,0.041111,benign
0.403322,72,231,NW,9,3.734491,0.39688,0.206445,0.075721,0.084488,0.306191,0.036117,15.749326,0.108144,0.014055,benign
0.518576,62,46,NW,7,3.413746,0.290736,0.064178,0.004157,0.011534,0.050602,0.030962,43.806984,0.102331,0.051729,benign
0.635541,70,7,NW,7,3.413746,0.611708,0.076008,0.006447,0.037208,0.170639,0.035813,49.311549,0.080375,0.054945,benign
0.637484,62,122,NW,7,3.413746,0.36987,0.070493,0.006276,0.031053,0.042475,0.022589,52.566662,0.097256,0.057278,benign
0.410573,78,154,NW,3,3.413746,0.579146,0.093286,0.026302,0.008711,0.204662,0.030943,33.274009,0.086335,0.055747,benign
0.490185,71,98,NW,8,3.413746,0.553493,0.051605,0.024921,0.007987,0.220034,0.031984,33.32054,0.086137,0.056173,benign
0.301213,79,108,NW,9,3.413746,0.262974,0.035234,0.028817,0.009637,0.336521,0.035616,45.472696,0.143764,0.058939,benign
0.269438,73,181,NW,4,5.084062,0.434235,0.051002,0.009929,0.005707,0.060112,0.009129,44.128128,0.098433,0.085902,benign
0.355843,87,136,NW,6,2.978741,0.529116,0.097592,0.023509,0.011928,0.030371,0.032632,35.256543,0.106768,0.072168,benign
0.286639,92,47,NW,8,2.911773,0.111532,0.143519,0.08181,0.008279,0.143155,0.314606,34.998602,0.194961,0.030158,benign
0.42467,78,126,NW,7,1.199345,0.108257,0.149057,0.066662,0.013263,0.323756,0.42453,22.886237,0.260806,0.03574,benign
0.712627,66,226,NW,8,4.206279,0.489313,0.031679,0.014533,0.008512,0.164307,0.051877,61.328272,0.242336,0.032621,benign
0.723889,69,20,NW,6,2.978246,0.516826,0.034026,0.024596,0.026389,0.299188,0.117948,76.139886,0.103394,0.089882,benign
0.856465,60,168,NW,9,4.551661,0.428469,0.121596,0.008773,0.009691,0.023487,0.170602,31.773753,0.085112,0.134275,benign
0.517162,74,89,NW,1,3.547589,0.128117,0.036273,0.013432,0.005839,0.080409,0.175213,21.861101,0.266267,0.176218,benign
0.584764,94,236,NW,9,2.388987,0.495177,0.049501,0.00733,0.01654,0.081405,0.146197,68.148908,0.404582,0.088873,benign
0.910286,61,222,NW,4,6.527493,0.652736,0.181134,0.015211,0.031975,0.20875,0.33085,74.791646,0.258607,0.109261,benign
0.796515,70,155,NW,5,5.689577,0.479281,0.02902,0.006862,0.002721,0.038984,0.015072,33.107212,0.085078,0.131013,benign
0.729558,71,22,NW,4,4.831812,0.46057,0.022565,0.00819,0.003419,0.043284,0.024838,61.439774,0.151047,0.166277,benign
0.060964,59,33,NW,9,2.785864,0.077252,0.015844,0.001006,0.001717,0.168423,0.008138,40.869904,0.390418,0.187754,benign
0.267265,79,32,NW,9,3.061947,0.272428,0.420486,0.023067,0.076791,0.203865,0.031731,61.950684,0.22774,0.054615,benign
0.218433,90,139,NW,6,1.204523,0.104899,0.030756,0.015239,0.004106,0.321314,0.018078,48.638862,0.249738,0.142883,benign
0.270137,86,82,NW,7,1.991504,0.155234,0.214556,0.022704,0.034001,0.27553,0.03198,63.738549,0.239745,0.051837,benign
0.086641,80,172,NW,9,4.637677,0.682915,0.106426,0.137435,0.009715,0.691751,1.025601,24.331296,0.009436,0.179598,benign
0.082579,74,50,NW,8,1.721371,0.124108,0.055208,0.015692,0.018796,0.103314,0.03022,35.778441,0.275976,0.065012,benign
0.532644,74,180,NW,3,5.077007,0.491583,0.03974,0.055577,0.003603,0.668272,0.003429,67.969359,0.313071,0.176635,benign
0.473211,60,198,NW,5,4.144241,0.421428,0.029545,0.042599,0.010754,0.060461,0.166266,22.849861,0.173482,0.149033,benign
0.157593,85,243,NW,8,5.534444,0.38,0.020543,0.073356,0.006844,0.062466,0.068825,26.884279,0.111725,0.161115,benign
0.258317,62,116,NW,4,5.514436,0.38191,0.020501,0.043355,0.006022,0.054453,0.08037,26.605399,0.104694,0.155683,benign
0.316617,66,141,NW,2,1.954579,0.081002,0.003145,0.007229,0.00102,0.037126,0.243967,19.327274,0.471241,0.139793,benign
0.198651,76,101,NW,1,4.73476,0.251081,0.02177,0.008188,0.005612,0.045479,0.060088,29.32283,0.18196,0.200639,benign
0.272131,85,131,NW,8,3.875297,0.280821,0.018668,0.009202,0.001429,0.024231,0.162835,20.263196,0.254105,0.166971,benign
0.429881,66,105,NW,8,4.401577,0.357993,0.118126,0.027716,0.107362,0.131551,0.030237,16.314282,0.114429,0.045698,virus
0.441521,87,28,NW,7,3.433997,0.915985,0.02819,0.028424,0.003758,0.312191,0.091091,45.217804,0.013551,0.168262,benign
0.60016,69,165,NW,1,3.667809,0.578334,0.040893,0.028393,0.005341,0.120166,0.055989,41.407073,0.159861,0.13839,benign
0.466052,91,58,NW,4,9.743484,0.656852,0.037105,0.025513,0.003543,0.057744,0.051099,56.913669,0.029707,0.135904,benign
0.315824,75,148,NW,5,3.827913,0.870333,0.028115,0.033787,0.004596,0.341787,0.096756,41.935267,0.004049,0.167463,benign
0.430687,60,167,NW,6,7.998503,0.712702,0.034293,0.012656,0.007521,0.472542,0.151573,71.789598,0.029075,0.139504,virus
0.81705,83,172,NW,6,15.311419,0.736011,0.078739,0.070141,0.009531,0.144675,0.157952,17.686616,0.037423,0.097956,benign
0.804213,96,77,NW,7,15.339568,0.682556,0.060492,0.051085,0.007999,0.127871,0.117794,18.738619,0.048856,0.090693,benign
0.516113,91,213,NW,8,19.947499,0.85451,0.08624,0.035344,0.028147,0.301433,0.13469,112.836292,0.012755,0.270994,benign
0.854768,75,186,NW,3,19.38273,0.823713,0.054318,0.206432,0.012089,0.272928,0.608504,9.615724,0.020923,0.148558,benign
0.434741,63,131,NW,2,27.09999,0.733803,0.093959,0.022284,0.019999,0.1672,0.063542,123.9694,0.019854,0.320831,benign
0.640576,79,238,NW,8,22.734202,0.735628,0.083164,1.255842,0.026886,0.487908,3.631829,17.053482,0.02858,0.18572,benign
0.680491,59,72,NW,7,27.300727,0.77443,0.107915,0.252392,0.028973,0.148482,0.168304,53.195698,0.026763,0.13273,benign
0.767066,83,90,NW,4,27.738663,0.77565,0.117602,0.117224,0.017969,0.063817,0.108843,93.247126,0.023524,0.224316,benign
0.434836,78,48,NW,9,24.33746,0.736103,0.086189,0.962175,0.025334,0.477427,1.655245,19.257774,0.024712,0.261102,benign
0.148132,69,174,NW,2,34.376135,0.816727,0.144289,0.528714,0.037693,0.492396,1.639437,27.138428,0.019184,0.103507,benign
0.755041,77,67,NW,3,27.200662,0.826037,0.090703,0.289989,0.079469,0.410601,0.413945,41.109301,0.02487,0.181395,benign
0.430523,59,53,NW,7,36.845686,0.843773,0.141494,0.807746,0.034559,0.619313,1.73948,23.556969,0.012182,0.307502,benign
0.877719,96,50,NW,5,49.717735,0.959383,0.181445,0.261619,0.139678,0.162751,0.24009,140.083853,0.00599,0.442587,benign
0.440026,75,31,NW,8,45.137953,0.928745,0.160355,0.296342,0.025162,0.583521,1.338498,84.832557,0.010531,0.33095,benign
0.627711,71,47,NW,1,48.897614,0.84255,0.170625,0.156311,0.08964,0.608573,1.927731,121.193657,0.017963,0.408814,benign
0.765505,91,165,NW,4,53.197454,0.822881,0.171164,0.277832,0.092578,0.444603,0.393392,103.495187,0.01453,0.514963,benign
0.876198,96,154,NW,5,50.698053,0.959242,0.179251,0.279763,0.086601,0.241755,0.279453,134.901297,0.016473,0.233424,benign
0.715697,59,237,NW,2,50.8495,0.822625,0.171079,0.252593,0.149381,0.425364,0.446993,101.132437,0.014529,0.509729,benign
0.595646,73,77,NW,1,55.862279,0.904919,0.175247,0.202557,0.054051,0.332908,0.315739,126.145316,0.016325,0.470682,benign
0.737812,72,195,NW,2,63.195499,0.954784,0.211622,0.712344,0.03706,0.324279,2.950921,26.163523,0.007794,0.423549,benign
0.727914,92,73,NW,1,67.070254,0.92658,0.216276,0.643712,0.038748,0.315913,2.175697,32.599267,0.009876,0.427456,benign
0.693967,69,71,NW,2,69.291712,0.89016,0.214799,0.4065,0.023694,0.232378,1.146448,35.551514,0.010134,0.393199,benign
0.788076,91,123,NW,1,58.602374,0.921775,0.190816,0.246765,0.097181,0.428457,0.432262,118.079,0.006617,0.424453,benign
0.772632,94,62,NW,8,72.215678,0.953155,0.223706,0.420091,0.023788,0.196637,1.697312,41.669527,0.006203,0.481504,benign
0.747849,88,206,NW,8,70.24711,0.900079,0.211295,0.607537,0.037577,0.45201,1.45996,45.659733,0.009461,0.385985,benign
0.75305,77,235,NW,3,72.65768,0.91892,0.216368,0.244376,0.02326,0.286515,1.02169,53.228534,0.009322,0.413826,benign
0.822434,77,92,NW,8,75.378316,0.962038,0.236013,0.256795,0.059969,0.614996,1.498374,59.081693,0.005943,0.597645,benign
0.700486,84,119,NW,2,83.87061,0.908299,0.234226,0.212699,0.095665,0.219323,5.642347,127.223991,0.008799,0.316946,virus
0.675745,80,165,NW,6,87.0964,0.922105,0.246721,0.245155,0.124051,0.31439,2.485303,156.392502,0.009029,0.218564,benign
0.491409,64,202,NW,2,96.562412,0.961628,0.261266,0.391299,0.025139,0.134745,1.779762,27.28281,0.003411,0.443478,benign
0.606067,90,78,NW,4,90.60322,0.966184,0.254574,0.463467,0.127029,0.914247,0.537275,166.3191,0.006092,0.086782,benign
0.543985,75,201,NW,7,98.655688,0.965204,0.265012,0.304496,0.027684,0.105091,1.20454,31.440202,0.003104,0.53082,benign
0.551569,92,241,NW,9,99.916097,0.966585,0.270053,0.376504,0.026452,0.329221,1.762095,35.775265,0.003248,0.603485,benign
0.583094,86,148,NW,9,102.92245,0.980379,0.276132,0.418221,0.11573,0.394332,0.723863,101.457045,0.00154,0.343428,benign
0.057764,90,56,NW,1,106.162494,0.970861,0.275418,0.649319,0.060733,0.510058,0.978552,105.315077,0.001586,0.502538,benign
0.067813,62,133,NW,6,104.490666,0.981039,0.276769,0.613488,0.088945,0.559581,0.994548,96.67033,0.001375,0.365549,benign
0.727711,60,31,NW,1,113.716504,0.948802,0.276178,1.296574,0.138982,0.230318,4.97287,24.823798,0.004784,0.509973,benign
0.441889,94,216,NW,2,115.371464,0.963495,0.279601,1.638468,0.13973,0.365415,2.286014,26.564021,0.003347,0.383912,benign
0.140983,90,176,NW,1,117.306783,0.973733,0.277045,0.262173,0.118034,0.311724,1.734021,57.057535,0.004226,0.361054,benign
0.053361,71,14,NW,4,117.591646,0.987854,0.292891,0.109592,0.102871,0.185875,0.845403,100.837043,0.000691,0.200436,benign
0.620533,68,55,NE,9,2.300789,0.555106,0.219334,0.089169,0.05113,0.076778,1.631495,1.614498,0.076696,0.006346,benign
0.72137,71,228,E,5,3.413746,0.49321,0.679684,0.035634,0.230949,0.58751,1.609171,54.247614,0.109795,0.006709,benign
0.514015,96,224,NE,7,2.96953,0.362418,0.415227,0.02655,0.072989,0.336862,0.36189,6.275813,0.106866,0.004467,benign
0.49171,92,103,NE,9,3.020939,0.538276,0.243802,0.119415,0.065522,0.160001,2.829929,2.384996,0.075435,0.003938,benign
0.909722,83,23,S,2,4.551661,0.565434,0.229939,0.036239,0.077189,0.598841,0.081599,59.297012,0.1465,0.010579,benign
0.898905,93,229,S,3,4.778257,0.371564,0.277925,0.022662,0.06378,0.60363,0.085948,58.63234,0.083916,0.012805,benign
0.797458,73,80,S,3,2.058781,0.374961,0.072421,0.017092,0.072194,0.411994,0.048881,58.009563,0.177355,0.010862,benign
0.9391,86,34,SE,9,5.452889,0.633712,0.287864,0.049693,0.058908,0.685208,0.065267,65.043376,0.124929,0.006844,benign
0.399434,80,210,N,2,6.358159,0.649538,0.353842,0.170093,0.183443,0.273515,0.162049,13.491805,0.050994,0.010673,benign
0.41145,62,234,N,8,1.182594,0.08612,0.010375,0.003144,0.046763,0.067158,0.088507,66.790559,0.351141,0.013987,benign
0.624214,89,26,S,9,5.384514,0.393109,0.79636,0.05933,0.247888,0.936704,0.07087,69.291486,0.142275,0.005047,benign
0.066219,60,222,E,9,6.215586,0.422445,0.37458,0.055515,0.111234,0.213373,0.092598,23.700784,0.124448,0.004998,benign
0.243816,70,199,S,5,1.137915,0.256276,0.11526,0.002017,0.011837,0.10194,0.027159,58.999785,0.246667,0.009154,benign
0.504231,80,246,NE,7,2.783792,0.56255,0.583479,0.092271,0.248223,0.460477,0.210293,6.304992,0.053752,0.001864,benign
0.213615,86,205,NE,1,3.972187,0.178348,0.143496,0.035141,0.124979,0.237881,0.027914,36.190516,0.360116,0.004028,benign
0.441748,89,208,E,1,3.425161,0.178276,0.197616,0.048049,0.053315,0.319848,0.130234,33.976998,0.186813,0.013028,benign
0.807855,88,71,NE,7,1.880568,0.240055,0.283974,0.010991,0.031941,0.295064,0.019132,36.784935,0.269484,0.004556,benign
