h_s1,h_s2,s_a1,log,ty_cr,per_i,per_u,per_s,sys_vol,sys_op,m_rp,q_zx,q_km,m_xi,v_sp,class
0.945935,89,130,NW,4,23.18981,0.959955,0.666288,0.169803,0.086383,0.252461,0.220327,28.916302,0.004011,0.030695,virus
0.466483,70,135,NW,5,21.288351,0.867296,0.651283,0.073544,0.053981,0.180961,0.376752,43.808978,0.029628,0.032379,virus
0.943286,87,236,NW,8,24.643306,0.960043,0.628462,0.172242,0.090449,0.146779,0.223342,26.491384,0.004064,0.032008,virus
0.548879,93,136,W,2,34.842412,0.819792,0.486799,0.188062,0.057859,0.180622,1.968018,54.789532,0.019709,0.031378,virus
0.240114,85,188,NW,4,26.836598,0.967789,0.57086,1.534609,0.164243,0.278789,2.33883,32.227752,0.00361,0.042218,virus
0.281144,76,49,W,9,32.957361,0.803695,0.495789,0.095708,0.049291,0.22268,0.11291,49.687857,0.019242,0.049038,virus
0.651236,89,171,W,7,36.378544,0.818493,0.539752,0.25995,0.059375,0.288056,6.315656,44.910995,0.022269,0.074273,virus
0.75284,84,212,W,6,35.780549,0.8448,0.468984,0.178717,0.050916,0.174264,1.421739,23.536598,0.01649,0.074718,virus
0.208655,85,93,NW,8,35.811691,0.825198,0.489972,0.146026,0.048804,0.211768,3.072673,61.792089,0.0165,0.111458,virus
0.098337,63,209,W,9,45.47295,0.874644,0.622047,0.229693,0.054746,0.407335,0.29142,82.698031,0.005988,0.124579,virus
0.075037,74,119,W,7,43.91235,0.852391,0.679187,0.229292,0.058531,0.427827,0.304728,82.629296,0.015149,0.149888,virus
0.279886,70,45,W,6,48.151231,0.989635,0.757833,0.973346,0.077352,0.592263,6.040983,64.099106,0.00045,0.096173,virus
0.243251,92,140,W,6,47.356749,0.860926,0.484077,0.228599,0.042158,0.163763,5.111993,28.2569,0.013167,0.135171,virus
0.719386,67,245,W,6,56.174538,0.928803,0.523255,0.200396,0.107011,0.482417,1.326754,47.874192,0.008549,0.09814,virus
0.775728,88,27,W,3,58.076534,0.924193,0.485303,0.829436,0.128475,0.636918,1.468002,39.085297,0.007957,0.066801,virus
0.667631,76,132,W,7,59.945542,0.891648,0.56384,0.470398,0.104239,0.292621,0.323624,71.462144,0.01191,0.2145,virus
0.601405,72,159,W,7,58.709079,0.860032,0.46866,0.118732,0.1566,0.134355,1.011385,68.434147,0.01363,0.202973,virus
0.313593,88,16,W,6,57.952453,0.856451,0.45688,0.520256,0.16542,0.331351,1.851493,36.231158,0.013899,0.134305,virus
0.392841,89,31,W,4,65.938886,0.903664,0.500431,0.906328,0.071559,0.510151,1.430647,62.044979,0.006662,0.146096,virus
0.902013,88,144,NW,5,70.628625,0.876343,0.563337,0.183573,0.082607,0.163315,0.40132,71.281223,0.01061,0.092751,virus
0.286359,61,230,W,6,66.153939,0.914378,0.501163,0.945245,0.058159,0.423798,3.457545,46.799112,0.008258,0.14322,virus
0.41993,80,117,W,5,72.405405,0.899028,0.77625,0.347384,0.249458,0.231644,0.643606,67.920773,0.008679,0.161145,virus
0.419992,92,31,W,6,74.183719,0.976002,0.581028,0.401377,0.218177,0.385166,0.554579,55.000033,0.001401,0.258216,virus
0.346269,78,149,W,1,75.751578,0.972047,0.710965,0.33406,0.12312,0.809187,1.026154,56.56664,0.00958,0.190084,virus
0.184318,75,77,W,7,75.722545,0.991109,0.606035,0.320295,0.387359,0.224362,0.482181,49.580797,0.000947,0.242202,virus
0.849575,93,198,W,6,78.198755,0.907024,0.747788,1.021539,0.077902,0.579699,2.328675,54.884136,0.001926,0.203714,virus
0.835299,66,28,NW,8,80.942414,0.96353,0.491839,0.986782,0.050595,0.104702,7.57522,9.243462,0.003682,0.192908,virus
0.196517,85,154,NW,3,78.659107,0.910821,0.958835,1.73561,0.211302,0.82969,3.628218,40.978485,0.009834,0.217404,virus
0.512276,68,146,W,5,82.893723,0.913703,0.536654,1.425611,0.09255,0.394217,3.856277,89.559265,0.009475,0.198778,virus
0.899763,66,103,NW,4,88.583171,0.936871,0.526415,1.169664,0.066741,0.164001,8.370167,11.272938,0.004895,0.095625,virus
0.422603,81,176,NW,4,89.082685,0.959702,0.708967,1.881097,0.096866,0.135786,0.906214,45.355821,0.003477,0.232019,virus
0.161384,88,67,NW,1,90.790643,0.935234,0.615529,1.697735,0.09119,0.508373,1.106349,59.689102,0.006495,0.130871,virus
0.23042,74,43,W,5,102.476142,0.896735,0.488522,0.153264,0.093449,0.192372,0.390853,86.286314,0.008792,0.072857,virus
0.772574,82,125,W,2,104.260414,0.987231,0.531024,0.189778,0.156854,0.129565,0.802271,103.655535,0.000868,0.329552,virus
0.608481,85,235,W,5,102.830927,0.905961,0.895414,0.215821,0.109155,0.214089,0.540714,96.742332,0.008469,0.077602,virus
0.432575,95,221,NW,5,101.287915,0.950444,0.504713,0.827759,0.164457,0.466387,3.661475,52.339792,0.004176,0.198471,virus
0.631882,69,168,W,7,102.213771,0.936121,0.489861,0.229017,0.131382,0.220045,0.732294,109.974869,0.006824,0.204664,virus
0.148648,59,201,W,4,106.92177,0.95329,0.703925,1.73416,0.142516,0.800194,5.998739,41.187768,0.004075,0.203643,virus
0.408016,61,230,W,5,107.214073,0.974907,0.698754,0.622913,0.063897,0.098832,5.170795,81.761481,0.001102,0.314601,virus
0.742587,61,158,W,3,108.494997,0.996591,0.528926,0.186243,0.082257,0.348312,0.64988,103.389882,0.000339,0.330788,virus
0.644281,65,139,W,6,114.403992,0.933607,0.515927,0.120356,0.080487,0.623048,1.617875,113.878114,0.00627,0.239914,virus
0.806149,86,219,W,4,115.825639,0.925438,0.495199,0.17632,0.067585,0.453928,5.340521,125.727728,0.006529,0.174215,virus
0.602745,83,205,W,3,121.125488,0.947388,0.500087,1.563744,0.31322,0.3385,3.293033,82.601693,0.004816,0.320085,virus
0.417715,88,104,W,9,120.590294,0.944922,0.500331,0.571322,0.253423,0.852948,2.681654,91.414404,0.004452,0.311536,virus
0.303317,71,8,W,3,131.620958,0.958666,0.495068,0.905478,0.195658,0.927788,1.801109,76.540159,0.005109,0.139538,virus
0.226073,67,48,W,5,132.19553,0.924615,0.487003,0.398104,0.226537,0.802051,1.63018,63.868021,0.0066,0.111766,virus
0.52535,75,93,W,8,130.674442,0.940588,0.499445,1.379915,0.084496,0.772807,1.818276,60.55883,0.002953,0.273927,virus
0.194351,84,170,NW,1,141.096164,0.95474,0.511046,0.366094,0.044949,0.311257,1.820007,123.646728,0.00401,0.418917,virus
0.644068,65,83,W,7,140.869441,0.951643,0.495174,1.80085,0.099695,0.594021,2.113943,44.973163,0.002907,0.325318,virus
0.176928,83,21,NW,1,137.260275,0.944558,0.496419,1.391687,0.066571,0.611677,2.142917,83.823174,0.002676,0.091152,virus
0.462794,92,126,NW,3,147.780986,0.942511,0.508914,0.482128,0.054222,0.371196,0.716665,137.826482,0.004915,0.101629,virus
0.600344,74,171,W,1,146.201873,0.943423,0.501719,1.783946,0.084341,0.412182,7.505461,13.354667,0.003133,0.395401,virus
0.885696,80,161,NW,1,150.49289,0.934565,0.513912,0.483889,0.211691,0.357639,0.494169,125.233812,0.005556,0.066501,virus
0.543574,87,40,W,8,158.081741,0.970315,0.518638,0.722241,0.147062,0.681222,4.320024,35.714193,0.003463,0.333373,virus
0.400018,64,174,W,9,157.393706,0.949059,0.513584,0.345804,0.168946,0.303683,0.423208,118.627995,0.005087,0.117977,virus
0.272932,59,183,NW,9,159.800301,0.958918,0.503421,0.360318,0.066461,0.17473,1.484027,25.073277,0.003418,0.218265,virus
0.120135,93,33,W,6,160.627193,0.974989,0.531844,0.218094,0.097875,0.221728,0.275394,112.060786,0.002986,0.46729,virus
0.155087,91,13,W,1,158.125834,0.97034,0.517979,1.004271,0.149385,0.278569,4.360246,74.484811,0.002824,0.019515,virus
0.437658,77,205,W,9,159.753511,0.958539,0.506928,0.843779,0.21928,0.121573,3.296531,95.592174,0.002741,0.135095,virus
0.42161,90,115,NW,7,162.64315,0.9505,0.504638,0.11186,0.087308,0.388045,2.460379,46.525803,0.004857,0.061508,virus
0.433481,66,220,NW,4,162.369634,0.952792,0.502463,1.502072,0.067769,0.379214,5.149624,28.817668,0.003908,0.476178,virus
0.587629,71,48,W,4,170.866342,0.970183,0.512992,0.402612,0.089416,0.554246,1.147832,95.666276,0.00215,0.262206,virus
0.848139,76,222,W,8,170.432465,0.96713,0.514217,0.784181,0.123803,0.663004,8.722252,147.701231,0.002828,0.448013,virus
0.591246,80,230,W,9,170.619525,0.967516,0.51392,0.728642,0.153696,0.359427,1.683639,102.337451,0.00306,0.194437,virus
0.837869,63,117,W,2,173.308231,0.967101,0.511439,0.607374,0.081915,0.493884,3.255227,142.160908,0.003037,0.504969,virus
0.660649,70,231,NW,8,172.950185,0.933259,0.503555,0.207168,0.056316,0.095036,1.227995,47.188871,0.004155,0.223815,virus
0.501925,61,19,NW,2,175.117427,0.976605,0.515935,0.209633,0.151873,0.423021,2.758636,99.128037,0.001921,0.331923,virus
0.65642,74,213,W,8,178.837243,0.984437,0.514575,0.852761,0.142362,0.560624,1.292,134.318531,0.002114,0.442097,virus
0.647812,68,50,W,5,179.737679,0.979736,0.516366,0.703471,0.099914,0.699188,1.725595,133.855512,0.001722,0.321724,virus
0.525147,66,21,W,9,182.16968,0.956505,0.504214,0.397259,0.073834,0.229153,1.238663,140.444799,0.002516,0.612476,virus
0.584594,92,240,W,6,187.630255,0.939346,0.499813,0.167856,0.397622,0.336326,3.313272,137.933451,0.003787,0.563556,virus
0.235499,83,17,W,8,187.219098,0.990607,0.515396,0.679333,0.082751,0.686224,3.057541,42.348904,0.000785,0.449407,virus
0.867116,80,8,W,9,188.401845,0.950423,0.503277,0.06061,0.042248,0.045563,0.53264,138.033713,0.003786,0.652689,virus
0.784128,88,243,W,5,189.474373,0.960639,0.505281,0.11706,0.055977,0.103545,0.1914,136.561177,0.003272,0.64849,virus
0.526911,84,159,W,6,194.571609,0.986438,0.519344,1.070792,0.053335,0.24157,2.278761,44.533281,0.001079,0.546116,virus
0.763048,82,67,W,1,198.193173,0.945426,0.49927,0.925765,0.258659,0.812915,0.708666,125.070535,0.004769,0.674398,virus
0.582882,75,183,W,2,195.548462,0.95453,0.501048,1.794951,0.112677,0.423962,2.168638,63.669777,0.004085,0.69524,virus
0.236218,65,174,W,8,202.240757,0.965364,0.501479,0.617709,0.056661,0.169713,0.787681,60.711862,0.003049,0.454165,virus
0.263475,95,58,W,7,201.451346,0.956432,0.507985,0.991103,0.068914,0.178865,1.183699,50.774751,0.001232,0.461447,virus
0.154263,60,191,W,3,208.166825,0.971537,0.510893,0.373118,0.057572,0.183127,0.491757,125.714501,0.002517,0.444354,virus
0.604015,94,56,NE,9,2.301189,0.545127,0.217789,0.097532,0.045857,0.078075,1.789411,1.614768,0.079311,0.006328,benign
0.718913,68,221,E,8,3.413746,0.715214,0.756416,0.035725,0.247599,0.708102,1.439012,47.823384,0.064165,0.006478,benign
0.43955,63,129,NE,1,2.877773,0.345298,0.193288,0.02149,0.021926,0.090227,0.803143,2.155195,0.11331,0.00512,benign
0.348755,76,17,NE,5,3.903674,0.345981,0.206141,0.128986,0.04042,0.119249,3.680876,2.063443,0.11318,0.005459,benign
0.893307,88,162,S,2,4.551661,0.705311,0.260981,0.051251,0.077473,0.771344,0.078374,59.633888,0.085043,0.011122,benign
0.916927,73,168,S,2,4.893693,0.370823,0.25954,0.021965,0.058299,0.231875,0.105279,57.036762,0.076363,0.015676,benign
0.879196,88,128,S,1,2.317994,0.42402,0.069373,0.017123,0.07233,0.345845,0.057447,58.113222,0.177758,0.013352,benign
0.949026,69,183,SE,4,5.592491,0.619214,0.283256,0.046729,0.05026,0.684323,0.06222,66.661922,0.127547,0.00461,benign
0.52052,65,228,N,2,6.749994,0.648143,0.357057,0.200866,0.146135,0.255726,0.164235,12.642092,0.054808,0.01074,benign
0.252467,68,9,N,8,1.137915,0.087659,0.003399,0.000238,0.0046,0.012196,0.000397,65.978488,0.354935,0.014735,benign
0.602117,94,117,SE,3,4.551661,0.337185,0.786295,0.061124,0.259524,0.943629,0.0832,67.616359,0.179162,0.003307,benign
0.214196,63,50,E,1,4.288479,0.414853,0.140215,0.054223,0.072424,0.298406,0.096666,23.739348,0.131547,0.004715,benign
0.193039,68,51,S,3,1.137915,0.24297,0.050188,0.001845,0.010782,0.084423,0.005529,58.27834,0.248501,0.013182,benign
0.451925,88,63,E,6,3.274197,0.557027,0.632993,0.085594,0.288002,0.496045,0.228019,8.110047,0.039203,0.001336,benign
0.414605,72,3,E,6,3.430812,0.303336,0.097687,0.048781,0.030376,0.317527,0.127444,24.99501,0.168913,0.013252,benign
0.945102,91,233,NE,6,2.335367,0.250697,0.29533,0.012044,0.036156,0.152489,0.015937,34.741317,0.142987,0.005232,benign
0.701749,67,60,E,1,3.661508,0.494007,0.614791,0.060356,0.236425,0.746553,0.159635,50.7653,0.056938,0.014359,benign
0.649486,59,86,SE,9,4.815321,0.518105,0.431174,0.01586,0.08554,0.393693,0.097704,68.629623,0.048955,0.01173,benign
0.757685,68,169,NW,1,1.689331,0.403053,0.702639,0.026109,0.016378,0.646934,0.057253,29.457765,0.137053,0.015043,benign
0.243376,68,118,E,7,5.431506,0.23257,0.548435,0.042408,0.087743,0.090245,0.011096,44.906608,0.169294,0.021266,benign
0.493528,94,81,E,1,3.413746,0.263857,0.326329,0.008035,0.058238,0.066407,0.128706,39.040927,0.183449,0.007899,benign
0.51559,77,126,NE,4,1.514022,0.18106,0.185743,0.043912,0.108944,0.223424,0.049187,48.24564,0.348043,0.002619,benign
0.361741,67,6,S,7,5.689577,0.832285,0.481536,0.020134,0.069435,0.186026,0.191618,46.957804,0.110224,0.013397,benign
0.790698,78,205,S,9,1.877997,0.366536,0.075165,0.016425,0.071313,0.431884,0.042071,57.801606,0.157862,0.010251,benign
0.408157,92,98,S,9,3.688453,0.177856,0.382596,0.015595,0.071176,0.300129,0.015642,57.92093,0.210973,0.006354,benign
0.385613,70,3,SE,5,4.985624,0.288928,0.382087,0.065166,0.042397,0.441547,0.815576,61.220821,0.08748,0.00721,benign
0.258769,94,45,E,2,2.867205,0.184755,0.256348,0.029917,0.22601,0.407252,0.116568,33.326668,0.208065,0.017142,benign
0.750257,76,16,E,3,1.137915,0.122043,0.766551,0.038726,0.081837,0.507882,0.131581,13.247449,0.432232,0.004522,benign
0.36444,70,162,NW,6,5.015878,0.655095,0.35383,0.143859,0.275124,0.33223,0.152104,15.315072,0.049843,0.010601,benign
0.936173,61,28,E,6,3.413746,0.184536,0.522406,0.030481,0.156597,0.342756,0.1601,37.618701,0.197429,0.012305,benign
0.18882,81,121,SE,1,2.049837,0.595167,0.426186,0.034365,0.050444,0.392093,0.063224,71.611408,0.076094,0.012054,benign
0.165439,73,132,S,2,4.036525,0.17834,0.155082,0.011023,0.006687,0.131791,0.013691,53.937166,0.202627,0.005655,benign
0.926474,64,143,E,6,2.626181,0.210657,0.270464,0.01069,0.029495,0.161618,0.065478,34.505855,0.223264,0.007056,benign
0.348037,70,196,NE,5,3.311453,0.551009,0.514553,0.023133,0.061547,0.116876,0.14525,11.095906,0.201715,0.001961,benign
0.372228,73,94,NE,3,3.620067,0.656444,0.530523,0.214298,0.090604,0.820504,2.354163,3.228091,0.052875,0.009132,benign
0.780005,68,150,NE,3,2.286767,0.160268,0.624541,0.050934,0.217635,0.465398,0.263905,29.629037,0.302883,0.002146,benign
0.700913,93,250,NE,6,5.485705,0.379586,0.318459,0.059487,0.151242,0.269966,0.089148,30.751112,0.332597,0.002572,benign
0.853165,64,224,S,5,4.512836,0.619812,0.505661,0.051311,0.042865,0.293427,0.069497,26.998581,0.1562,0.007152,benign
0.62051,77,38,S,4,1.723356,0.286105,0.26621,0.003286,0.023707,0.315994,0.084547,58.62768,0.155524,0.012841,benign
0.811214,74,34,E,1,3.112586,0.079908,0.453457,0.052696,0.05648,0.408969,0.197031,19.210069,0.334369,0.002763,benign
0.392822,66,198,E,9,1.137915,0.288308,0.679929,0.034737,0.093428,0.206274,0.147503,12.709275,0.260804,0.004093,benign
0.51044,76,175,E,9,3.155001,0.132564,0.607351,0.134153,0.078429,0.531269,0.177988,15.469226,0.250386,0.002924,benign
0.379325,94,89,NE,3,5.104951,0.441664,0.775763,0.049003,0.102303,0.234321,0.448618,29.099921,0.21713,0.002043,benign
0.420694,91,70,NW,9,6.110743,0.374007,0.391232,0.050914,0.049007,0.279093,0.115146,12.544003,0.115392,0.006016,benign
0.849282,72,90,S,1,4.758407,0.489558,0.703234,0.038866,0.062161,0.389339,0.075198,33.0473,0.168021,0.014363,benign
0.610299,64,151,S,2,4.182506,0.274052,0.452135,0.028935,0.054726,0.263004,0.036895,34.401707,0.128507,0.01809,benign
0.258911,62,141,S,1,5.204361,0.597239,0.426435,0.123776,0.192539,0.44873,0.53476,26.040755,0.139439,0.0091,benign
0.110311,61,204,N,2,3.725786,0.469797,0.278681,0.039287,0.103494,0.141868,0.086142,23.157265,0.10743,0.013567,benign
0.187256,95,67,S,8,5.576626,0.277663,0.51624,0.039737,0.223255,0.512657,0.102984,34.962986,0.111668,0.01025,benign
0.327403,94,101,NE,8,3.829789,0.390566,0.98509,1.046279,0.074612,0.205965,0.914645,2.750694,0.123116,0.0059,benign
0.697329,85,81,S,4,4.618037,0.281749,0.327842,0.025118,0.084519,0.271448,0.037781,62.72068,0.082369,0.005791,benign
0.735079,72,136,S,7,4.820839,0.820681,0.775137,0.040304,0.074137,0.338171,0.058949,52.231161,0.027329,0.005215,benign
0.278681,87,73,E,5,5.608752,0.471292,0.751579,0.164721,0.050502,0.56809,3.540224,7.404938,0.111863,0.005179,benign
0.634525,70,17,NE,2,3.282196,0.380271,0.384235,0.037339,0.047356,0.541432,0.055652,37.568237,0.399613,0.004181,benign
0.575458,91,201,NW,8,5.016672,0.037955,0.307709,0.02632,0.014597,0.457929,0.145512,29.957099,0.349236,0.011322,benign
0.405441,78,163,NW,5,5.235448,0.37689,0.239522,0.025345,0.027569,0.23345,0.030896,15.950353,0.114094,0.013161,benign
0.753742,82,249,NW,4,2.613139,0.513899,0.800613,0.151033,0.267232,0.594965,0.400627,13.319877,0.087205,0.044435,benign
0.820949,65,2,NW,7,2.419917,0.598162,0.175666,0.116885,0.1345,0.816453,0.303723,10.882492,0.086202,0.009712,benign
0.62456,69,68,NW,8,3.413746,0.38596,0.047733,0.003035,0.008115,0.034948,0.012469,34.848798,0.129348,0.05772,benign
0.217222,93,139,NW,5,3.413746,0.795693,0.093962,0.006939,0.076039,0.171633,0.032747,50.920757,0.057847,0.056567,benign
0.386603,63,199,NW,6,3.413746,0.578435,0.042082,0.015938,0.008899,0.208028,0.022699,33.282959,0.095281,0.061476,benign
0.382629,87,166,NW,5,3.413746,0.612046,0.067673,0.026529,0.008706,0.238644,0.031012,33.245671,0.071197,0.062936,benign
0.404636,59,62,NW,2,3.413746,0.55965,0.032401,0.021459,0.008509,0.200653,0.032235,33.385819,0.107033,0.05809,benign
0.35582,77,139,NW,6,3.413746,0.22609,0.035462,0.032075,0.009565,0.366411,0.042319,47.406747,0.146834,0.055236,benign
0.593483,67,68,NW,5,3.674785,0.351422,0.118443,0.005611,0.009997,0.026739,0.054057,25.527964,0.157246,0.06812,benign
0.601831,96,249,NW,1,2.323815,0.62199,0.118604,0.051919,0.013042,0.040604,0.058834,31.334595,0.161721,0.064251,benign
0.31607,95,35,NW,9,2.911773,0.106294,0.136798,0.026872,0.007845,0.143088,0.299339,38.755835,0.206893,0.027709,benign
0.105568,82,50,NW,7,1.506036,0.111702,0.191626,0.117006,0.010929,0.279773,0.445261,28.01539,0.219746,0.039102,benign
0.45539,95,46,NW,6,2.43751,0.393303,0.032338,0.013485,0.007182,0.159711,0.013515,35.357576,0.366344,0.048693,benign
0.714469,63,238,NW,6,2.32145,0.250786,0.034649,0.009236,0.011196,0.296754,0.059389,42.919376,0.316917,0.039337,benign
0.754459,71,89,NW,2,4.551661,0.564353,0.083144,0.014364,0.00832,0.078216,0.206074,21.352129,0.072233,0.101069,benign
0.875406,62,191,NW,3,4.551661,0.531033,0.106749,0.004262,0.01049,0.014597,0.138531,31.689353,0.081696,0.130039,benign
0.682353,68,39,NW,2,6.682103,0.649499,0.336765,0.028808,0.046745,0.349794,0.496355,86.104204,0.031148,0.068472,benign
0.77384,66,124,NW,3,5.689577,0.411556,0.030028,0.003975,0.003077,0.032711,0.002636,41.768961,0.123408,0.115538,benign
0.718454,90,199,NW,2,5.689577,0.467886,0.029652,0.008565,0.005915,0.044112,0.025197,61.823538,0.091129,0.126455,benign
0.260833,67,131,NW,4,3.438227,0.101673,0.225908,0.023439,0.005943,0.238393,0.024604,60.962944,0.4132,0.106187,benign
0.35697,70,84,NW,7,2.933546,0.276649,0.542377,0.018526,0.081584,0.178503,0.026597,67.81747,0.201161,0.08207,benign
0.056978,67,78,NW,1,1.269337,0.123017,0.019686,0.003836,0.006953,0.28694,0.019404,40.720778,0.235578,0.073283,benign
0.061991,75,127,NW,4,1.267383,0.121795,0.033429,0.020535,0.019211,0.299898,0.030248,36.911424,0.241277,0.049287,benign
0.087727,75,152,NW,1,4.6277,0.797985,0.124153,0.139939,0.017056,0.694173,1.119782,25.135117,0.003733,0.20641,benign
0.387029,65,99,NW,9,2.650462,0.484529,0.099762,0.032956,0.016338,0.021657,0.801661,33.893348,0.168371,0.126684,benign
0.533371,95,208,NW,1,5.822571,0.628266,0.040768,0.059674,0.003784,0.852008,0.004465,72.404677,0.254894,0.218895,benign
0.546068,93,101,NW,2,3.545478,0.314551,0.041476,0.050521,0.013857,0.077441,0.074315,16.018339,0.151466,0.157463,benign
0.157854,73,66,NW,1,5.689577,0.377568,0.020083,0.033054,0.006207,0.05414,0.095611,23.687574,0.107515,0.143063,benign
0.366366,79,217,NW,6,4.551661,0.50483,0.016207,0.096316,0.001766,0.021977,0.208393,5.527346,0.10339,0.150648,benign
0.321558,61,130,NW,1,4.178651,0.260847,0.020204,0.011867,0.001832,0.035488,0.158158,23.044425,0.199655,0.165078,benign
0.157442,79,104,NW,6,5.689577,0.322774,0.02264,0.009737,0.007278,0.055753,0.026193,32.374601,0.128172,0.212225,benign
0.224446,69,209,NW,8,3.295842,0.228691,0.019864,0.006048,0.003415,0.043117,0.25176,21.239648,0.372488,0.16401,benign
0.298492,67,158,NW,1,3.627676,0.221821,0.106562,0.026384,0.093424,0.095692,0.099929,19.06443,0.1968,0.070847,benign
0.308655,66,82,NW,2,3.429551,0.845313,0.02727,0.034477,0.004605,0.373993,0.088858,41.64784,0.003361,0.148313,benign
0.582383,75,201,NW,6,3.824972,0.200749,0.122535,0.023408,0.086571,0.081152,0.034755,15.739692,0.213383,0.060574,benign
0.439988,87,170,NW,4,5.123737,0.830623,0.030208,0.013255,0.002958,0.052146,0.093259,58.5475,0.027545,0.171229,benign
0.295068,72,16,NW,3,6.81196,0.709341,0.032093,0.01397,0.003552,0.149721,0.110459,56.960012,0.029011,0.213809,benign
0.443649,89,181,NW,4,13.972941,0.733713,0.075355,0.091783,0.019806,0.78889,0.164064,116.113196,0.033341,0.200187,benign
0.803369,63,212,NW,3,14.527754,0.635748,0.073473,0.037878,0.004816,0.127792,0.102616,22.268163,0.052044,0.079138,benign
0.840427,83,48,NW,9,16.360328,0.858126,0.061625,0.088292,0.012144,0.161504,0.209514,13.113658,0.022282,0.11539,benign
0.809696,91,97,NW,1,15.19677,0.689144,0.104906,0.029226,0.027435,0.147492,0.071908,78.599869,0.012006,0.054185,benign
0.769459,95,27,NW,7,20.766167,0.772238,0.084954,0.705107,0.012208,0.572414,5.802698,7.495728,0.027353,0.166467,benign
0.711043,88,213,NW,3,24.873927,0.783235,0.107757,0.033614,0.015204,0.426086,0.092965,118.464435,0.017518,0.370605,benign
0.879439,94,242,NW,1,28.196826,0.799897,0.108803,0.068209,0.020065,0.325718,0.219293,66.536883,0.020805,0.224673,benign
0.711662,73,136,NW,8,27.694796,0.872918,0.116989,0.221249,0.013596,0.075476,0.078014,58.761759,0.025142,0.194765,benign
0.961857,82,52,NW,6,28.326901,0.730936,0.11626,0.012804,0.0231,0.062097,0.029133,124.173826,0.021307,0.283147,benign
0.210555,70,28,NW,5,30.021739,0.797571,0.125572,0.374444,0.021014,0.408662,0.545057,36.960906,0.022079,0.191669,benign
0.151984,84,222,NW,3,34.539003,0.816553,0.143978,0.569058,0.045855,0.512263,1.99116,27.09587,0.019181,0.077942,benign
0.90786,87,205,NW,1,29.31389,0.858064,0.125828,0.481716,0.12542,0.334691,0.330903,25.994853,0.014602,0.314537,benign
0.482227,71,235,NW,7,46.183603,0.949586,0.166688,0.236274,0.031301,0.600608,0.345108,133.398205,0.008551,0.44007,benign
0.614102,71,65,NW,7,44.466227,0.962708,0.180611,0.106986,0.034634,0.070329,0.117395,125.436437,0.006397,0.295487,benign
0.387719,79,189,NW,8,45.461867,0.945039,0.164338,0.273855,0.03046,0.49049,0.309573,82.647445,0.005645,0.343297,benign
0.519928,77,237,NW,8,46.652501,0.879964,0.160345,0.343171,0.026014,0.642331,2.054181,86.770789,0.016511,0.341904,benign
0.688002,66,124,NW,2,50.677297,0.917616,0.174734,0.238048,0.06293,0.276581,0.278026,129.381057,0.017945,0.364184,benign
0.770261,91,118,NW,4,50.752541,0.822999,0.172068,0.299198,0.151388,0.469968,0.452307,101.286574,0.01429,0.50778,benign
0.202411,71,3,NW,8,56.318255,0.971045,0.191565,0.063874,0.052354,0.312263,0.166736,101.918265,0.002555,0.191765,benign
0.101109,86,81,NW,4,56.787195,0.991601,0.201853,0.278552,0.025669,0.093113,0.173671,125.956001,0.00316,0.231795,benign
0.732769,65,117,NW,2,60.404342,0.946402,0.199053,0.68571,0.047322,0.227121,3.188772,12.402016,0.006698,0.467248,benign
0.737248,65,250,NW,2,63.222732,0.956977,0.219496,0.849112,0.054098,0.334441,3.125299,28.139465,0.008576,0.506665,benign
0.667046,73,25,NW,2,70.879505,0.888854,0.192573,0.551245,0.03565,0.078045,0.294987,70.603506,0.008539,0.401156,benign
0.700887,74,123,NW,9,68.361838,0.939104,0.212527,0.647776,0.053184,0.423045,0.654273,118.29904,0.005084,0.423994,benign
0.757795,87,159,NW,5,72.135438,0.91578,0.216611,0.414685,0.022169,0.195443,1.473724,41.693792,0.009561,0.400688,benign
0.75393,72,21,NW,4,72.249504,0.91759,0.213438,0.490852,0.039793,0.541591,0.81753,58.794576,0.008429,0.412976,benign
0.808031,71,36,NW,3,74.196065,0.962553,0.237855,1.839823,0.100833,0.5857,2.85399,20.166863,0.002778,0.112547,benign
0.773452,67,185,NW,6,74.414062,0.941447,0.22761,0.475671,0.049749,0.219329,1.229772,54.938239,0.006515,0.425791,benign
0.433509,74,241,NW,4,81.880535,0.959933,0.234496,0.370641,0.085312,0.530231,7.462999,125.381326,0.008904,0.525927,benign
0.712663,74,88,NW,2,85.006213,0.931479,0.237505,0.221885,0.119533,0.329325,5.906254,127.309849,0.007675,0.287389,benign
0.38951,87,211,NW,1,90.676607,0.968292,0.254509,0.38465,0.12722,0.801663,0.672938,166.620135,0.005324,0.077511,benign
0.205535,81,9,NW,5,93.583807,0.943037,0.253576,0.230918,0.126305,0.557258,0.433469,165.815422,0.007176,0.095729,benign
0.796961,79,62,NW,2,98.88973,0.973359,0.266039,0.28276,0.029305,0.120169,0.352113,36.809947,0.002586,0.499972,benign
0.663923,87,95,NW,9,99.856022,0.969858,0.265735,0.290133,0.027218,0.088163,0.422372,36.197909,0.002651,0.601735,benign
0.614685,70,243,NW,2,103.847983,0.981703,0.27723,0.295572,0.126974,0.394179,0.663912,102.530519,0.001412,0.348001,benign
0.950659,89,206,NW,8,107.279316,0.981193,0.276651,0.176817,0.076099,0.43842,0.792772,92.061137,0.001295,0.527063,benign
